,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
362,Slyde180,Texas,4.42,2023-01-20,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2023,1,20
363,tscanlon51,Massachusetts,3.75,2022-11-04,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,11,4
364,Beergod420,Michigan,4.3,2022-10-30,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,10,30
365,DarrellK,Florida,4.18,2022-07-05,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,7,5
366,Enomas,Portugal,4.25,2022-05-17,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,5,17
367,cold_beer,0,4.38,2022-05-06,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,5,6
368,rpw,New York,4.05,2021-11-06,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,11,6
369,JTuomi,Finland,4.4,2021-10-22,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,10,22
370,mpenske,California,4.0,2021-07-11,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,7,11
371,Burg,New Hampshire,4.0,2021-05-05,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,5,5
372,HopBelT,Belgium,4.21,2021-03-21,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,3,21
373,HarryPotHead,Maryland,4.42,2021-03-13,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,3,13
374,Sinister,New York,4.38,2021-02-21,,https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,2,21
375,NCSapiens,Indiana,3.78,2022-08-07,"No, Lagunitas REALLY sucks.",https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2022,8,7
376,LesDewitt4beer,Minnesota,4.46,2021-11-21,"Some scrappy notes from 2018. 6 pack of 12 ounce bottles.
This beer pours a deep gold color and is crisp and bright tasting. It is sweet and slightly resinous and is extremely easy drinking for it's 8% ABV. I hope they continue to make it as it is one of my favorites from this brewery. Excellent!",https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,11,21
377,Sigmund,Norway,3.42,2021-03-23,"355 ml bottle, at a breakfast joint in Petaluma. Deep golden to orange colour, large off-white head. Aroma and flavour of citrus, pine, caramel and sweet malts. Maybe a bit too far out on the sweet side for me, but still a fairly nice beer. Some alcohol in the finish. Anyway, I wouldn’t say that it sucks.",https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,3,23
378,TheBrewsClues,California,4.18,2021-03-09,"The name sounds like its referring to the brewery, with a bit of self-deprecation, but it's really about 2020. But this beer is the opposite of 2020. It's a dry-hopped DIPA with an abundance of complex flavors stemming from the multitude of grains used in its brewing. Lagunitas really hit the right combination. For a dry-hopped brew, it is a nice crisp bitterness. Checks all the boxes of a solid DIPA with big flavor.",https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,3,9
379,RJLarse,Washington,3.39,2021-03-08,"Pours a gold color with a creamy white head. A little chill haze. It has a medicine taste, maybe because of the ABV? It's very hop forward but not my pint of beer. I like the regular IPA better. It does taste a little like the year 2020, so there's that.",https://www.beeradvocate.com/beer/profile/220/74986/,Lagunitas Sucks,2021,3,8
420,Ox8840bo,Illinois,4.32,2024-01-23,,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2024,1,23
421,BaxterQ,Maine,4.57,2023-08-19,,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,8,19
422,seakayak,Massachusetts,4.0,2023-03-10,,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,3,10
423,igl,Russian Federation,5.0,2023-01-24,,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,1,24
424,Zoman,0,4.46,2022-11-25,,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2022,11,25
425,cbuzz24,Mississippi,4.13,2024-02-06,"When I started this beer, I wasn't fond of it. The smell was quite good, like a good wine. Dark fruits, very raisin like taste and I hate raisins. As the beer warmed, the flavors of dark, bitter chocolate began to come out. I allowed it to sit for a few more minutes, and man, now it is nice! As I sip it (an hour and a half in now, and almost done), the booziness has gone from up front and in your face to nearly nonexistent for me. I will be saving the other three bottles and aging them, will try another in about 6 months on the beach! This is the 2022 bottling at 17% abv.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2024,2,6
426,NickSMpls,Washington,4.23,2023-12-25,"Bottled 8/23/19. Amber pour, viscous with light head. Nose is a. It boozy, but otherwise unremarkable. First sip has a strong alcohol burn at first, but softens up to an impeccable smoothness and dominate hop flavor, to the nth degree. Long, long finish. Taste runs to dates / figs, perhaps some maple notes, with a bit of sweetness. Very intense. Otherwise, feel is very dense, no carbonation, everything is going into the concentrated tastes. Remarkable drinkable if you can handle the alcohol. 

Going on 4+ years and the beer is starting to lose its balanced, but still reflects its origins.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,12,25
427,stortore,Illinois,4.32,2023-06-08,"12 ounce bottle into a tulip snifter. Bottled 3/30/17, had 5/3/22.

Pours a somewhat cloudy medium amber, with a quarter inch foamy head and some spotty cling. Aromas of caramel, malt, brown sugar, some pine, some raisins, light figs and dates. Pretty similar flavors- caramel, pine, malt, brown sugar, light raisins and dates. Tastes a little bit herbal, with a light hop bitterness and some alcohol warming as it warms. Smooth for the ABV, a very good medium body, appropriately carbonated. 

Wow, this really does age well. Lots of caramel, malt and pine. Need to buy this more often. Really enjoyable.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,6,8
428,acycler01,Texas,4.81,2023-05-22,"This beer is so unique that it’s hard to describe. 
It really is nothing short of incredible and worth every penny of the price I paid for it. If you’re lucky enough to find a four pack of this in the store, don’t even hesitate just buy it.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,5,22
429,Bluerabbitbell,Pennsylvania,4.13,2023-05-21,"5/20/23 Poured from a 12 oz bottle purchased at the Denny House, Waynesburg, PA....Gala night for The Way.

Pours a strange (not bad) deep amber orange color. Very little head or lacing.

Hints of sweetness with the very chewy beer. Pine and pineapple. Smooth, hoppy bite!

Special beer and a fun night!",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,5,21
430,ryan1788a5,Massachusetts,4.0,2023-03-14,"12oz bottle poured into a snifter. 2017 vintage, 5 years old. 

A: The most vigorous pour I could muster did not turn up any head. Deep brown in color with good clarity. I half expected sediment, but there really isn't any. Not much in the way of lacing either. A few tiny specs.

S: A lot of raw honey, apricot, malty aromas of fig jam and a pop of berry. Highly estery with pineapple/tropical notes. Orange marmalade complete with peels. Earthy and leafy notes with that aged ""forest floor"" character. Treacle and a hint of toast/crust. 

T: Follows the nose. Lots of raw honey up front, figs and berries, richer malty notes of molasses and toasted crust and scones. Very tropical and estery- big notes of pineapple, starfruit, papaya. Orange marmalade. Hit of warming alcohol. Downright spicy with herbal oiliness. Earthy and leafy. Dose of ""musty book"" and nutty sherry oxidation. Aggressive spicy/oily hop finish with trailing alcohol heat and figgy malt. 

M: very thick with a ton of coating residual sugar. It is syrupy in texture. Good pressing sense of weight. Carbonation is fading, but there's still some fine pricking around the tip of the tongue. Gritty hop astringency. 

O: This beer becomes very interesting with age. It might be an acquired taste for those who prefer IPAs fresh, though. It becomes a three way brawl between a brawny malt character, aggressively estery alcohol, and a good dose of oily/spicy hops. Age has deepened that malt into a lot of fruity complexity, brought out more earthy ""forest floor"" hop notes, and a lot of musty and sherry-like oxidation. It's also hot and a bit much when fresh though. Something like 1-3 years of age may be the sweet spot for me I think, but it comes down to preferences. It certainly isn't bad now.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,3,14
431,eatsluggs,Florida,4.29,2023-02-18,"Well, well, 15$ for this one. Had to try it. Nice experience after a hard day of work. But no sir, it ain't for me. 
Tastes like a bitter honey syrup. Low to no carbonation. 
Definitely worth to try. Once!!!",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,2,18
432,WIllBonds,Alabama,3.99,2023-02-17,"Yea, this IPA is an icon. However, not the most drinkable IPA for the masses. Your wife nor girlfriend will like this beer! I have heard the term Robitussin voiced. However, you, as a beer drinker, must try it at least once. I’ve tried it several times.Heavy and alcoholic are the first terms that come to mind. Refreshing, no. Tasty, yes. Everyday, no.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,2,17
433,izraelc,New York,4.0,2023-01-29,Pours a cloudy copper. Thin foam. Very chunky. Cider aroma. Huge malt and hop flavor simultaneously. Very heavy. Sweet alcohol cider finish. Not really you typical IPA and not something I would drink regularly. Definitely worth a try though.,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,1,29
434,Drinking_Mantis,Pennsylvania,2.9,2023-01-29,"the 90min IPA tastes so much better than the 60min that I assumed the 120min would be amazing. perhaps I have an unrefined pallet, but it tastes like a poorly made overly alcoholic mixed drink I would have made in college circa 2006. worth a try but I won't be having this ever again.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,1,29
435,ReverendSoup,Massachusetts,4.1,2023-01-17,"Got a couple of bottles of this as an x-mas gift. Bottle's a year or two old, this is the 2021 release. Poured into pint glass.
Pours a dark, rich copper tone. The short off-white head dissipates quickly, but leaves a nice ring and dense lacing. Smells a little like apple cider. I take a sip. Malt! Malt, and it's punching me in the face. Much maltier than it is hoppy- a logical progression from the 90 Minute IPA, which holds the two in balance. I wasn't sure I liked it until I kept drinking and decided I definitely do. Very sweet. Brings a caramel apple to mind, and then you get piney notes on the back end to remind you you're drinking an IPA. A little alcoholic, which works here. I wouldn't mind it being more bitter. Perfectly carbonated with a full body. 
It's a strange IPA. A prior reviewer said it reminded them of a barleywine, which does track. Another reviewer said it's not an IPA, and I'm not sure I'm equipped to argue with them. I'm not sure what it is, though, other than Very Good. While I do appreciate a beer that is what it says it is, I can also respect a beer that dares to push limits, especially when it's this good.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,1,17
436,atigerlife,Hawaii,4.18,2023-01-02,"First, this bottle is very old. Not sure how old, but could possibly be around a dozen years old. Still have another bottle. So, with that preface...

Pours a dark copper, like dark apple cider. Opaque. Small brown head that dissipated quickly leaving a collar.

Aroma of malt, dark fruit, mild alcohol, dark sugar, spice and somewhat herbal.

Taste is dark fruit, alcohol [but not overpowering], apples, prunes, caramel, bread, bitter orange, dates and pine.

Mouthfeel is medium bodied and cleansing. Nicely smooth in the mouth.

Overall, very interesting. Hides the alcohol well and rather complex flavor notes.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2023,1,2
437,pulse,Ohio,4.28,2022-12-23,"As per plan, this is the Xmas celebration beer, the last holdout from the Extreme box, bottled on 9/13/19. A little over three years old, it pours a deep coppery color into the tulip with lots of head that fades off rapidly into a partial top cloud and ring. It has a sweet, syrupy, and malty smell. It does taste sweet, more sweet than bitter. The bitterness is slighty, lingering around a slight alcohol taste. I think it's like butterscotch and caramel up front. It's a little fruity, definitely along the barleywine track. Fairly thick, syrupy, easy to drink but warming. Moderately carbonated and somewhat dry. Very interesting.

I would love to do a vertical taste test. The last time I had this was in... 2019! At a tasting event that also served Utopias. It's powerful. I'm really out of the race at this point.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2022,12,23
438,FRANKHAZE,Florida,1.0,2022-12-21,"This is in no way an ""ipa"". It's false advertisement and a horrible beer product for $11-12 per bottle. It's all hype/gimmick. It's not satisfying at all. It's over the top in the worst way. Should be discontinued.",https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2022,12,21
439,jmvogel512,Virginia,4.73,2022-12-04,The 2022 version is the best iteration of this beer that I've had. The hops and malt are in perfect balance for an imperial IPA.,https://www.beeradvocate.com/beer/profile/64/9086/,120 Minute IPA,2022,12,4
480,not2quick,Missouri,4.04,2023-01-17,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2023,1,17
481,LA2ED7,0,4.42,2023-01-08,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2023,1,8
482,kaptain_kompost,0,3.35,2022-10-27,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2022,10,27
483,BombayDingleMonkey,Pennsylvania,4.46,2022-01-22,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2022,1,22
484,scottyshades,Florida,4.05,2021-12-24,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2021,12,24
485,Duncian,Pennsylvania,4.07,2021-10-22,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2021,10,22
486,tp1962,Illinois,5.0,2021-07-24,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2021,7,24
487,BrewsOverHoes,Georgia,4.44,2021-06-01,,https://www.beeradvocate.com/beer/profile/2210/50697/,Double Jack,2021,6,1
